iter	Passed	Remaining
911	41236	3481
912	41280	3436
913	41323	3390
914	41367	3345
915	41410	3300
916	41454	3254
917	41498	3209
918	41542	3164
919	41585	3118
920	41630	3073
921	41674	3028
922	41716	2982
923	41760	2937
924	41803	2892
925	41847	2847
926	41894	2802
927	41939	2756
928	41985	2711
929	42029	2666
930	42072	2621
931	42117	2575
932	42162	2530
933	42208	2485
934	42252	2440
935	42296	2395
936	42340	2349
937	42385	2304
938	42428	2259
939	42472	2213
940	42516	2168
941	42560	2123
942	42605	2078
943	42650	2033
944	42693	1987
945	42736	1942
946	42781	1897
947	42825	1852
948	42870	1806
949	42914	1761
950	42957	1716
951	43000	1671
952	43043	1625
953	43087	1580
954	43129	1535
955	43173	1490
956	43220	1445
957	43264	1399
958	43307	1354
959	43352	1309
960	43396	1264
961	43444	1219
962	43490	1174
963	43535	1129
964	43579	1083
965	43623	1038
966	43666	993
967	43709	948
968	43753	903
969	43797	857
970	43840	812
971	43884	767
972	43928	722
973	43971	677
974	44015	632
975	44059	586
976	44103	541
977	44147	496
978	44190	451
979	44236	406
980	44281	361
981	44328	315
982	44372	270
983	44422	225
984	44470	180
985	44516	135
986	44563	90
987	44610	45
988	44658	0
